OSS,,Unnamed: 0,Unnamed: 0.1.1,URL,average_rating,description,last_update,num_ratings,weekly_downloads,Category,last_update_days_ago,last_update_hours_ago,last_update_date,date_registered,days_since_release
Gnome Subtitles,793,793,793,/projects/gnome-subtitles/?source=directory,0,"Gnome Subtitles is a subtitle editor for the GNOME desktop. It supports the most common text-based subtitle formats, video previewing, timings synchronization and subtitle translation.",4/30/13,0,71,Audio and Video,1261,30264,4/30/13,1/28/05,4275
Kymaera,794,794,794,/projects/kymaera/?source=directory,0,Kymaera is a open-source Front End for many applications. It was originally designed as a FrontEnd for MAME and other EMU's for use on Arcade Cabinets. The current version of Kymaera 2.0.2 is for Windows and DOS. Linux version coming soon,3/13/13,0,71,Audio and Video,1309,31416,3/13/13,6/21/04,4496
"MPEG TS, PS and ES tools",795,795,795,/projects/tstools.berlios/?source=directory,0,"tstools is a set of cross-platform command line tools for reporting on and manipulating MPEG (H.262 and H.264) data, as Transport Stream (TS), Program Stream (PS) or Elementary Stream (ES).",6/9/14,0,71,Audio and Video,856,20544,6/9/14,4/9/08,3108
Karsten SlideShow,796,796,796,/projects/karsten/?source=directory,4.5,"Karsten SlideShow is a playlist-based slide show program for picture and movie files on Windows. It offers flexible, item-related control over the presentation sequence, and runs shows in a window, the screen saver, or the desktop wallpaper.",4/25/13,2,25,Audio and Video,1266,30384,4/25/13,2/28/06,3879
Mega Youtube Downloader ,797,797,797,/projects/searchndownload/?source=directory,5,"Youtube Downloader: The App enables users to search Youtube,see previews and download all/selected videos from the list.It Downloades high resolution videos if available. Also users can also create their own Site Provider(Yahoo videos)by implementing an ",4/8/13,2,25,Audio and Video,1283,30792,4/8/13,4/22/08,3095
Film//Riss,798,798,798,/projects/filmriss/?source=directory,4.5,"Film//Riss will ease the process of cutting commercials from digital TV-recordings with a user friendly GUI. Film//Riss takes use of some famous tools like Comskip, ProjectX, ffmpeg, and more. Encoding to h.264/mp4 included!",8/16/12,8,18,Audio and Video,1518,36432,8/16/12,3/3/09,2780
jd3Lib - Java ID3/MP3 Library,799,799,799,/projects/jd3lib/?source=directory,5,"JD3Lib is an id3/mp3 library written in Java.  It provides functionality for reading mpeg information such as the bitrate, sample rate, channelmode, etc.  It also allows the reading, writing, and removal of id3v1 and id3v2 tags.",3/22/13,1,39,Audio and Video,1300,31200,3/22/13,10/17/01,5474
DSSI,800,800,800,/projects/dssi/?source=directory,0,DSSI is an audio plugin API for soft synths and effects.,6/10/14,0,70,Audio and Video,855,20520,6/10/14,3/10/04,4599
out_yasapi,801,801,801,/projects/out-yasapi/?source=directory,0,Yet Another (WA)SAPI Plugin for Winamp,8/6/16,0,70,Audio and Video,67,1608,8/6/16,1/18/15,633
GYachE Improved,802,802,802,/projects/gyachi/?source=directory,4.7,"Unofficial fork of the GyachE (www.phrozensmoke.com), intended for bug-fixes and further development.",4/25/13,19,13,Audio and Video,1266,30384,4/25/13,1/26/06,3912
KGuitar,803,803,803,/projects/kguitar/?source=directory,5,"KGuitar is powerful KDE-based music tabulature editor with support of guitar, drums, classic note scores, MIDI synthesizer output, chord, scales, modes, melody and rhythm construction and analysis tools, lots of tab effects, Guitar Pro files import.",8/5/15,1,38,Audio and Video,434,10416,8/5/15,7/2/00,5946
School bell V1.10,804,804,804,/projects/schoolbell/?source=directory,5,School bell manager program...,11/7/13,1,38,Audio and Video,1070,25680,11/7/13,6/13/12,1582
The ARAS Radio Automation System,805,805,805,/projects/aras/?source=directory,5,ARAS is a free broadcast automation system,9/4/16,1,38,Audio and Video,38,912,9/4/16,2/16/08,3161
IceGenerator,806,806,806,/projects/icegenerator/?source=directory,5,"IceGenerator is a direct stream generator for Icecast/Shoutcast servers. Streams MP3 to an Icecast/Shoutcast server without resampling it, saving CPU. Features directories search, MySQL/PGSQL support, ID3, M3U/PLS, META dynamic info and telnet interf",4/30/13,2,24,Audio and Video,1261,30264,4/30/13,10/11/03,4750
JLinBar,807,807,807,/projects/jlinbar/?source=directory,5,Barcode scanning with a webcam.,4/26/13,2,24,Audio and Video,1265,30360,4/26/13,12/24/09,2484
XVoice,808,808,808,/projects/xvoice/?source=directory,5,"XVoice provides voice control of X applications using IBM's ViaVoice for Linux (free download at their web site). Both user-defined commands and dictation are supported. It can be used to write letters, write code, control netscape, etc.",9/14/12,2,24,Audio and Video,1489,35736,9/14/12,3/10/00,6060
Alchemist and Korg Triton Tools,809,809,809,/projects/alchemist/?source=directory,0,"ALCHEMIST is a Korg Trinity to Triton PCG and SNG converter. KORGLIB is a set of C libraries to access Trinity, Triton and Z1 PCG/SNG data.",3/29/13,0,68,Audio and Video,1293,31032,3/29/13,9/26/01,5495
Java USB,810,810,810,/projects/jusb/?source=directory,0,"Java access to USB, currently using kernel 2.4 Linux-USB support.  There is a ""core"" API for accessing USB devices, and simple tools including a USB viewer in Swing.  Applications are being developed separately, including digital camera support.",4/9/13,0,68,Audio and Video,1282,30768,4/9/13,4/12/00,6027
facetrack,811,811,811,/projects/facetrack/?source=directory,0,Face tracking system that allows the user to interact with the computer moving the head. It's possible to move a camera in a 3D scene and the mouse in the screen. Contains also an open source implementation of the condensation algorithm.,4/18/13,0,68,Audio and Video,1273,30552,4/18/13,7/8/08,3018
IPP Codecs,812,812,812,/projects/ippcodecs/?source=directory,4,"Intel Integrated Performace Primitives audio/video codecs plug-in for the OPAL/OpenH323 library including G.728, G.729, G.723.1, G.722.2 GSM-FR, GSM-AMR, H.261, H.263, H.264 and MPEG4 part 2.",6/4/13,8,22,Audio and Video,1226,29424,6/4/13,12/3/07,3236
WDTV Tools,813,813,813,/projects/wdtvtools/?source=directory,5,"Utility programs, tools and scripts for the Western Digital TV HD that have no other home. Here you'll find event-osd, eiri, shoutcast and other applications. WDTV Users will find useful applications and developers helpful resources and tools.",4/24/13,7,14,Audio and Video,1267,30408,4/24/13,5/1/09,2721
cd2iso,814,814,814,/projects/cd2iso/?source=directory,0,cd2iso is a small command line tool for creating an ISO-9660 image file of a CD-ROM or DVD-ROM. Perfect for taking backup of your CD and DVD collection.,4/18/13,0,67,Audio and Video,1273,30552,4/18/13,6/19/08,3037
yadi - yet another DBox2 image,815,815,815,/projects/dboxjffs2/?source=directory,0,"Yadi versucht den Prozess der Imageerstellung basierend auf dem GNU DBox2 Software Projekt, durch diverse Scripte und Patche zu vereinfachen bzw. zu automatisieren. Zustzlich gibt es hier fertige Images und Plugins zum herunterladen :-)",2/27/13,0,67,Audio and Video,1323,31752,2/27/13,1/25/04,4644
ManyTube Downloader,816,816,816,/projects/manytubedownloader/?source=directory,3,"Download videos from youtube, facebook, extreme , xvideos and 300 more",12/18/13,2,82,Audio and Video,1029,24696,12/18/13,12/1/13,1046
AudiobookCutter,817,817,817,/projects/audiobookcutter/?source=directory,5,Audiobook Cutter is an easy-to-use tool which splits large speech MP3 files into smaller ones without re-encoding. The split points are determined by silent parts. The main purpose is to make audiobooks or podcasts more manageable in a user-friendly way.,4/25/13,2,23,Audio and Video,1266,30384,4/25/13,4/25/06,3823
MeuhMeuhTV,818,818,818,/projects/meuhmeuhtv/?source=directory,5,"MeuhMeuhTV is a multimedia software that manages various sources, such as TV (DVB-T and analog broadcasts) or Video/Audio files at the same time (Streaming, DVB-S/C planned as well).",5/23/14,2,23,Audio and Video,873,20952,5/23/14,6/13/06,3774
SermonRecorder,819,819,819,/projects/sermonrecorder/?source=directory,5,Sermon Recorder is a program for recording sermons or anything else.,6/25/16,2,23,Audio and Video,109,2616,6/25/16,10/1/09,2568
Video Backup Fusion,820,820,820,/projects/vibafu/?source=directory,5,The complete and simply to use backup solution for video portals,1/17/16,2,23,Audio and Video,269,6456,1/17/16,4/6/11,2016
DrumTrack,821,821,821,/projects/drumtrack/?source=directory,5,"An open source software drum machine for Windows that allows the editing, playback, and mixdown of complete drum scores using audio samples in a variety of formats (WAV, OGG, MP3, AIFF, FLAC, MP2, WMA). Mixdown to WAV audio supported.",4/15/13,1,36,Audio and Video,1276,30624,4/15/13,12/3/07,3236
Universal Reader,822,822,822,/projects/universalreader/?source=directory,5,A text to speech converter which will be able to read any document(Presently it is reading text and .doc files).The main aim of the project is to make reading an interesting task and assist BLIND people.,4/5/13,1,36,Audio and Video,1286,30864,4/5/13,4/14/08,3103
Nero API for Delphi,823,823,823,/projects/delphineroapi/?source=directory,5,"A port for Delphi of the Nero API for burning CD-R, CD-RW, DVD-R, DVD+R, DVD-RW, DVD+RW and DVD-RAM among others. The API needs a licence for redistribution of Nero Burning ROM libraries or the program installed on the machine.",4/2/13,6,14,Audio and Video,1289,30936,4/2/13,6/2/03,4881
AudiculaPi,824,824,824,/projects/audiculapi/?source=directory,0,AudiculaPi - the tiny media server for your Raspberry Pi,9/20/16,0,64,Audio and Video,22,528,9/20/16,8/13/13,1156
JMF wrapper for ffmpeg,825,825,825,/projects/jffmpeg/?source=directory,0,"This is a Java wrapper for Ffmpeg. The JMF (Java Media Framework) plugins system lets one use JMStudio or other application to play H.263/rfc2190 streams. Support for H.263+ and MPEG-4 is currently under test, please contact us for further information.",6/4/13,0,64,Audio and Video,1226,29424,6/4/13,2/25/02,5343
MPEG Recorder,826,826,826,/projects/mpeg-recorder/?source=directory,0,"A real-time recorder and compressor of audio and video input for the Windows platforms, using MFC, DirectX, FFMPEG and MPEG4IP. The program is capable of generating avi and mp4 files and streaming MPEG-4 audio and video via Apple Darwin Streaming Server.",4/8/13,0,64,Audio and Video,1283,30792,4/8/13,12/20/03,4680
Raspyfi,827,827,827,/projects/raspyfi/?source=directory,0,"The Raspyfi project aims to fully integrate mpd (music player daemon) into the famous Raspberry Pi, in order to create a cheap and hi-quality hi-fi source.",9/20/13,0,64,Audio and Video,1118,26832,9/20/13,12/20/12,1392
discord,828,828,828,/projects/discord/?source=directory,0,"Generate binaural, pulse, and phase beats for brain wave entrainment. Mix with internally generated tones and noise or user sound files. Play immediately or write to file. Requires a text script file to specify sound sequences, many samples provided.",7/18/12,0,64,Audio and Video,1547,37128,7/18/12,5/9/07,3444
Snd,829,829,829,/projects/snd/?source=directory,5,Snd is a sound editor,9/5/16,4,16,Audio and Video,37,888,9/5/16,6/2/00,5976
StreamHijacker,830,830,830,/projects/streamhijacker/?source=directory,5,StreamHijacker is a small Open Source stream ripper application and you can easly save audio or video contents from the internet radios or video servers without any modifications or data loss. It's supports ShoutCast and IceCast protocols.,4/17/13,4,16,Audio and Video,1274,30576,4/17/13,8/29/07,3332
DigiExtractor,831,831,831,/projects/digiextractor/?source=directory,0,DigiExtractor is a tool to allow extraction of video recordings from the DigiCorder series of DVB receivers manufactured by TechniSat.,5/8/16,0,63,Audio and Video,157,3768,5/8/16,12/29/09,2479
MidiShare,832,832,832,/projects/midishare/?source=directory,0,"MidiShare is a real-time musical MIDI operating system. Result of many years of research and development undertaken by Computer Music Research Laboratory of Grame, MidiShare provides high level services to the field of computer music and MIDI applications",7/1/16,0,63,Audio and Video,103,2472,7/1/16,9/27/04,4398
SoundRuler,833,833,833,/projects/soundruler/?source=directory,0,"SoundRuler is a tool for acoustic analysis, graphing and teaching. It interactively recognizes and measures 35 temporal and spectral properties of each sound in a file. It also features several measurement, graphing and didactic modules.",8/20/16,0,63,Audio and Video,53,1272,8/20/16,12/12/02,5053
TMPlayer,834,834,834,/projects/tmplayer/?source=directory,0,TMPlayer is not a video player; it is a open source Delphi component front-end of mplayer (http://www.mplayerhq.hu); also is included a free player project in the demo folder.,9/14/12,0,63,Audio and Video,1489,35736,9/14/12,10/21/09,2548
FFMpeg Objects - C++ & JMF bindings,835,835,835,/projects/fobs/?source=directory,5,"Fobs (Ffmpeg OBjectS) offers multiplatform object oriented APIs (C++, Java) to ease the developing effort of using ffmpeg in your application. A JMF (Java Media Framework) plugin is also included in the package.",5/9/13,1,35,Audio and Video,1252,30048,5/9/13,3/28/04,4581
Simd,836,836,836,/projects/simd/?source=directory,4,High performance image processing library in C++,13 hours ago,1,35,Audio and Video,0,13,10/12/16,2/1/13,1349
Vamp audio analysis plugin API,837,837,837,/projects/vamp/?source=directory,5,Vamp is an audio processing plugin system for plugins that extract descriptive information from audio data.,5/2/13,1,35,Audio and Video,1259,30216,5/2/13,3/21/07,3493
itvOS - Video & Streaming Framework/CMS,838,838,838,/projects/itvos/?source=directory,5,"With itvOS, you can create apps that provide premium TV service",4/9/13,1,35,Audio and Video,1282,30768,4/9/13,10/10/11,1829
AUDio MEasurement System,839,839,839,/projects/audmes/?source=directory,3,"AUDio MEasurement System - multi-platfrom system for audio measurement through sound card in the PC. Incorporates Generator, Oscilloscope, FFT, Sweep frequency characteristic. Now it can be compiled and works under MSWindows and Linux.",4/18/13,2,78,Audio and Video,1273,30552,4/18/13,7/17/07,3375
Variations,840,840,840,/projects/variations/?source=directory,2,Variations is a digital music library software system that provides online access to streaming audio and scanned score images with a flexible access control framework to ensure respect for intellectual property.,4/14/16,2,78,Audio and Video,181,4344,4/14/16,11/9/07,3260
